source_row,label,binary_target,random_forest_prediction,traditional_prediction,random_forest_correct,traditional_correct
273406,DoS Hulk,1,1,0,True,False
273409,DoS Hulk,1,1,0,True,False
273411,DDoS,1,1,0,True,False
273412,DDoS,1,1,0,True,False
273419,DoS Hulk,1,1,0,True,False
273425,DDoS,1,1,0,True,False
273431,BENIGN,0,0,1,True,False
273435,BENIGN,0,0,1,True,False
273455,DDoS,1,1,0,True,False
273464,BENIGN,0,0,1,True,False
273465,DDoS,1,1,0,True,False
273474,DDoS,1,1,0,True,False
273482,DDoS,1,1,0,True,False
273488,DDoS,1,1,0,True,False
273491,DDoS,1,1,0,True,False
273494,BENIGN,0,0,1,True,False
273496,BENIGN,0,0,1,True,False
273498,DDoS,1,1,0,True,False
273501,BENIGN,0,0,1,True,False
273510,BENIGN,0,0,1,True,False
273526,BENIGN,0,0,1,True,False
273533,BENIGN,0,0,1,True,False
273536,DDoS,1,1,0,True,False
273543,DDoS,1,1,0,True,False
273544,DoS Hulk,1,1,0,True,False
273566,DDoS,1,1,0,True,False
273573,DoS Hulk,1,1,0,True,False
273574,BENIGN,0,0,1,True,False
273575,DDoS,1,1,0,True,False
273581,BENIGN,0,0,1,True,False
273589,BENIGN,0,0,1,True,False
273591,BENIGN,0,0,1,True,False
273598,DDoS,1,1,0,True,False
273601,BENIGN,0,0,1,True,False
273612,DDoS,1,1,0,True,False
273622,DoS Hulk,1,1,0,True,False
273635,DDoS,1,1,0,True,False
273637,DDoS,1,1,0,True,False
273643,BENIGN,0,0,1,True,False
273647,BENIGN,0,0,1,True,False
273648,BENIGN,0,0,1,True,False
273650,BENIGN,0,0,1,True,False
273661,BENIGN,0,0,1,True,False
273672,DDoS,1,1,0,True,False
273683,BENIGN,0,0,1,True,False
273689,BENIGN,0,0,1,True,False
273690,DDoS,1,1,0,True,False
273692,BENIGN,0,0,1,True,False
273693,DDoS,1,1,0,True,False
273697,BENIGN,0,0,1,True,False
273699,BENIGN,0,0,1,True,False
273701,BENIGN,0,0,1,True,False
273715,BENIGN,0,0,1,True,False
273716,DDoS,1,1,0,True,False
273723,FTP-Patator,1,1,0,True,False
273728,BENIGN,0,0,1,True,False
273730,BENIGN,0,0,1,True,False
273739,DDoS,1,1,0,True,False
273740,BENIGN,0,0,1,True,False
273745,DoS Slowhttptest,1,1,0,True,False
273749,BENIGN,0,0,1,True,False
273753,DDoS,1,1,0,True,False
273761,BENIGN,0,0,1,True,False
273783,BENIGN,0,0,1,True,False
273800,DoS Hulk,1,1,0,True,False
273811,DDoS,1,1,0,True,False
273812,BENIGN,0,0,1,True,False
273814,BENIGN,0,0,1,True,False
273819,DDoS,1,1,0,True,False
273832,DDoS,1,1,0,True,False
273835,BENIGN,0,0,1,True,False
273857,BENIGN,0,0,1,True,False
273865,DDoS,1,1,0,True,False
273866,BENIGN,0,0,1,True,False
273882,DDoS,1,1,0,True,False
273885,BENIGN,0,0,1,True,False
273895,DDoS,1,1,0,True,False
273898,DDoS,1,1,0,True,False
273901,DDoS,1,1,0,True,False
273913,BENIGN,0,0,1,True,False
273932,BENIGN,0,0,1,True,False
273935,BENIGN,0,0,1,True,False
273938,DDoS,1,1,0,True,False
273949,DoS Slowhttptest,1,1,0,True,False
273960,DoS Hulk,1,1,0,True,False
273963,DDoS,1,1,0,True,False
273966,DDoS,1,1,0,True,False
273974,BENIGN,0,0,1,True,False
273978,DDoS,1,1,0,True,False
273990,BENIGN,0,0,1,True,False
273991,BENIGN,0,0,1,True,False
273997,DDoS,1,1,0,True,False
273998,DDoS,1,1,0,True,False
274008,DDoS,1,1,0,True,False
274014,BENIGN,0,0,1,True,False
274032,DDoS,1,1,0,True,False
274040,DoS Hulk,1,1,0,True,False
274054,BENIGN,0,0,1,True,False
274061,Bot,1,1,0,True,False
274068,DDoS,1,1,0,True,False
274069,BENIGN,0,0,1,True,False
274082,DDoS,1,1,0,True,False
274097,BENIGN,0,0,1,True,False
274117,BENIGN,0,0,1,True,False
274124,BENIGN,0,0,1,True,False
274175,DoS Hulk,1,1,0,True,False
274197,BENIGN,0,0,1,True,False
274201,BENIGN,0,0,1,True,False
274219,DoS Slowhttptest,1,1,0,True,False
274225,BENIGN,0,0,1,True,False
274237,PortScan,1,1,0,True,False
274243,BENIGN,0,0,1,True,False
274248,DDoS,1,1,0,True,False
274254,DDoS,1,1,0,True,False
274261,DoS Hulk,1,1,0,True,False
274264,BENIGN,0,0,1,True,False
274271,BENIGN,0,0,1,True,False
274272,DoS Slowhttptest,1,1,0,True,False
274281,BENIGN,0,0,1,True,False
274290,DDoS,1,1,0,True,False
274293,BENIGN,0,0,1,True,False
274313,BENIGN,0,0,1,True,False
274329,DDoS,1,1,0,True,False
274341,DDoS,1,1,0,True,False
274352,BENIGN,0,0,1,True,False
274379,DDoS,1,1,0,True,False
274381,DDoS,1,1,0,True,False
274384,DDoS,1,1,0,True,False
274385,DoS Hulk,1,1,0,True,False
274403,DoS Slowhttptest,1,1,0,True,False
274407,BENIGN,0,0,1,True,False
274408,BENIGN,0,0,1,True,False
274415,BENIGN,0,0,1,True,False
274426,DDoS,1,1,0,True,False
274429,BENIGN,0,0,1,True,False
274432,BENIGN,0,0,1,True,False
274437,BENIGN,0,0,1,True,False
274444,BENIGN,0,0,1,True,False
274445,DDoS,1,1,0,True,False
274446,DDoS,1,1,0,True,False
274449,BENIGN,0,0,1,True,False
274454,BENIGN,0,0,1,True,False
274464,BENIGN,0,0,1,True,False
274469,DDoS,1,1,0,True,False
274480,BENIGN,0,0,1,True,False
274487,BENIGN,0,0,1,True,False
274493,Bot,1,0,1,False,True
274497,FTP-Patator,1,1,0,True,False
274505,DDoS,1,1,0,True,False
274510,DoS GoldenEye,1,1,0,True,False
274533,BENIGN,0,0,1,True,False
274537,DDoS,1,1,0,True,False
274545,DDoS,1,1,0,True,False
274552,DDoS,1,1,0,True,False
274573,BENIGN,0,0,1,True,False
274577,DoS slowloris,1,1,0,True,False
274584,DoS slowloris,1,1,0,True,False
274586,BENIGN,0,0,1,True,False
274594,DDoS,1,1,0,True,False
274605,DoS Hulk,1,1,0,True,False
274611,DDoS,1,1,0,True,False
274615,BENIGN,0,0,1,True,False
274619,BENIGN,0,0,1,True,False
274635,DDoS,1,1,0,True,False
274652,BENIGN,0,0,1,True,False
274655,BENIGN,0,0,1,True,False
274657,DoS slowloris,1,1,0,True,False
274671,BENIGN,0,0,1,True,False
274675,BENIGN,0,0,1,True,False
274681,BENIGN,0,0,1,True,False
274686,DDoS,1,1,0,True,False
274688,DoS Hulk,1,1,0,True,False
274692,DDoS,1,1,0,True,False
274693,BENIGN,0,0,1,True,False
274696,BENIGN,0,0,1,True,False
274697,DoS GoldenEye,1,1,0,True,False
274713,DDoS,1,1,0,True,False
274714,BENIGN,0,0,1,True,False
274723,DDoS,1,1,0,True,False
274728,BENIGN,0,0,1,True,False
274736,DDoS,1,1,0,True,False
274737,BENIGN,0,0,1,True,False
274743,BENIGN,0,0,1,True,False
274744,DDoS,1,1,0,True,False
274750,BENIGN,0,0,1,True,False
274768,BENIGN,0,0,1,True,False
274773,BENIGN,0,0,1,True,False
274785,BENIGN,0,0,1,True,False
274798,DDoS,1,1,0,True,False
274802,BENIGN,0,0,1,True,False
274839,DDoS,1,1,0,True,False
274844,BENIGN,0,0,1,True,False
274852,BENIGN,0,0,1,True,False
274858,BENIGN,0,0,1,True,False
274869,BENIGN,0,0,1,True,False
274882,DoS slowloris,1,1,0,True,False
274897,BENIGN,0,0,1,True,False
274903,DDoS,1,1,0,True,False
274914,DDoS,1,1,0,True,False
274919,DDoS,1,1,0,True,False
274925,DDoS,1,1,0,True,False
274941,BENIGN,0,0,1,True,False
274948,DDoS,1,1,0,True,False
274965,DDoS,1,1,0,True,False
274974,DoS Hulk,1,1,0,True,False
274990,DDoS,1,1,0,True,False
274994,BENIGN,0,0,1,True,False
274999,DoS Hulk,1,1,0,True,False
275007,DDoS,1,1,0,True,False
275013,BENIGN,0,0,1,True,False
275016,BENIGN,0,0,1,True,False
275018,DDoS,1,1,0,True,False
275019,BENIGN,0,0,1,True,False
275022,BENIGN,0,0,1,True,False
275034,BENIGN,0,0,1,True,False
275039,BENIGN,0,0,1,True,False
275041,DDoS,1,1,0,True,False
275046,BENIGN,0,0,1,True,False
275062,DDoS,1,1,0,True,False
275066,BENIGN,0,0,1,True,False
275072,DDoS,1,1,0,True,False
275085,DDoS,1,1,0,True,False
275090,DoS Slowhttptest,1,1,0,True,False
275097,BENIGN,0,0,1,True,False
275112,DoS Hulk,1,1,0,True,False
275113,DDoS,1,1,0,True,False
275115,BENIGN,0,0,1,True,False
275118,BENIGN,0,0,1,True,False
275121,BENIGN,0,0,1,True,False
275131,BENIGN,0,0,1,True,False
275134,DDoS,1,1,0,True,False
275143,BENIGN,0,0,1,True,False
275144,BENIGN,0,0,1,True,False
275148,BENIGN,0,0,1,True,False
275159,BENIGN,0,0,1,True,False
275165,DDoS,1,1,0,True,False
275166,DDoS,1,1,0,True,False
275171,PortScan,1,1,0,True,False
275173,DDoS,1,1,0,True,False
275203,BENIGN,0,0,1,True,False
275215,BENIGN,0,0,1,True,False
275220,BENIGN,0,0,1,True,False
275223,BENIGN,0,0,1,True,False
275226,BENIGN,0,0,1,True,False
275227,DDoS,1,1,0,True,False
275233,DDoS,1,1,0,True,False
275251,BENIGN,0,0,1,True,False
275253,DDoS,1,1,0,True,False
275260,BENIGN,0,0,1,True,False
275290,BENIGN,0,0,1,True,False
275295,DDoS,1,1,0,True,False
275299,DoS Hulk,1,1,0,True,False
275301,BENIGN,0,0,1,True,False
275308,DoS GoldenEye,1,1,0,True,False
275316,DoS slowloris,1,0,1,False,True
275336,BENIGN,0,0,1,True,False
275341,DoS slowloris,1,0,1,False,True
275343,BENIGN,0,0,1,True,False
275346,DoS GoldenEye,1,1,0,True,False
275361,BENIGN,0,0,1,True,False
275363,DDoS,1,1,0,True,False
275364,DDoS,1,1,0,True,False
275368,BENIGN,0,0,1,True,False
275379,DDoS,1,1,0,True,False
275383,DDoS,1,1,0,True,False
275395,DDoS,1,1,0,True,False
275402,BENIGN,0,0,1,True,False
275406,DDoS,1,1,0,True,False
275409,DDoS,1,1,0,True,False
275410,DDoS,1,1,0,True,False
275412,BENIGN,0,0,1,True,False
275426,BENIGN,0,0,1,True,False
275437,BENIGN,0,0,1,True,False
275441,DDoS,1,1,0,True,False
275487,BENIGN,0,0,1,True,False
275489,BENIGN,0,0,1,True,False
275491,BENIGN,0,0,1,True,False
275499,BENIGN,0,0,1,True,False
275513,DDoS,1,1,0,True,False
275515,BENIGN,0,0,1,True,False
275518,BENIGN,0,0,1,True,False
275524,DDoS,1,1,0,True,False
275530,DDoS,1,1,0,True,False
275540,DDoS,1,1,0,True,False
275543,DDoS,1,1,0,True,False
275551,BENIGN,0,0,1,True,False
275557,DDoS,1,1,0,True,False
275562,BENIGN,0,0,1,True,False
275564,BENIGN,0,0,1,True,False
275574,DoS Hulk,1,1,0,True,False
275590,BENIGN,0,0,1,True,False
275597,DoS Hulk,1,1,0,True,False
275601,DDoS,1,1,0,True,False
275605,DDoS,1,1,0,True,False
275611,DDoS,1,1,0,True,False
275625,BENIGN,0,0,1,True,False
275627,DDoS,1,1,0,True,False
275639,BENIGN,0,0,1,True,False
275643,BENIGN,0,0,1,True,False
275645,DoS GoldenEye,1,1,0,True,False
275650,DoS Hulk,1,1,0,True,False
275651,BENIGN,0,0,1,True,False
275660,BENIGN,0,0,1,True,False
275667,BENIGN,0,0,1,True,False
275670,BENIGN,0,0,1,True,False
275677,DoS Slowhttptest,1,1,0,True,False
275684,DDoS,1,1,0,True,False
275686,BENIGN,0,0,1,True,False
275687,BENIGN,0,0,1,True,False
275688,DDoS,1,1,0,True,False
275692,BENIGN,0,0,1,True,False
275706,BENIGN,0,0,1,True,False
275731,BENIGN,0,0,1,True,False
275734,BENIGN,0,0,1,True,False
275735,DDoS,1,1,0,True,False
275739,DDoS,1,1,0,True,False
275742,BENIGN,0,0,1,True,False
275743,DoS Hulk,1,1,0,True,False
275746,BENIGN,0,0,1,True,False
275771,DDoS,1,1,0,True,False
275772,BENIGN,0,0,1,True,False
275775,DDoS,1,1,0,True,False
275780,BENIGN,0,0,1,True,False
275806,BENIGN,0,0,1,True,False
275823,DoS GoldenEye,1,1,0,True,False
275824,BENIGN,0,0,1,True,False
275829,BENIGN,0,0,1,True,False
275832,BENIGN,0,0,1,True,False
275833,BENIGN,0,0,1,True,False
275846,DoS Hulk,1,1,0,True,False
275848,BENIGN,0,0,1,True,False
275852,DDoS,1,1,0,True,False
275859,DDoS,1,1,0,True,False
275860,DDoS,1,1,0,True,False
275869,BENIGN,0,0,1,True,False
275886,BENIGN,0,0,1,True,False
275887,BENIGN,0,0,1,True,False
275891,DDoS,1,1,0,True,False
275897,BENIGN,0,0,1,True,False
275902,DDoS,1,1,0,True,False
275911,BENIGN,0,0,1,True,False
275929,DDoS,1,1,0,True,False
275931,BENIGN,0,0,1,True,False
275940,PortScan,1,1,0,True,False
275949,BENIGN,0,0,1,True,False
275952,DoS slowloris,1,1,0,True,False
275960,BENIGN,0,0,1,True,False
275961,DoS GoldenEye,1,1,0,True,False
275976,BENIGN,0,0,1,True,False
275977,DDoS,1,1,0,True,False
275988,BENIGN,0,0,1,True,False
276003,DDoS,1,1,0,True,False
276012,DoS Hulk,1,1,0,True,False
276021,BENIGN,0,0,1,True,False
276056,DDoS,1,1,0,True,False
276064,BENIGN,0,0,1,True,False
276072,BENIGN,0,0,1,True,False
276081,DDoS,1,1,0,True,False
276095,DDoS,1,1,0,True,False
276103,BENIGN,0,0,1,True,False
276105,BENIGN,0,0,1,True,False
276107,DDoS,1,1,0,True,False
276108,DDoS,1,1,0,True,False
276117,BENIGN,0,0,1,True,False
276119,Web Attack - Brute Force,1,1,0,True,False
276126,BENIGN,0,0,1,True,False
276127,BENIGN,0,0,1,True,False
276129,BENIGN,0,0,1,True,False
276136,BENIGN,0,0,1,True,False
276142,BENIGN,0,0,1,True,False
276155,BENIGN,0,0,1,True,False
276157,DDoS,1,1,0,True,False
276160,DDoS,1,1,0,True,False
276167,BENIGN,0,0,1,True,False
276168,DDoS,1,1,0,True,False
276182,DDoS,1,1,0,True,False
276183,BENIGN,0,0,1,True,False
276185,BENIGN,0,0,1,True,False
276186,BENIGN,0,0,1,True,False
276201,BENIGN,0,0,1,True,False
276206,BENIGN,0,0,1,True,False
276211,DDoS,1,1,0,True,False
276214,DoS Hulk,1,1,0,True,False
276219,DDoS,1,1,0,True,False
276230,BENIGN,0,0,1,True,False
276241,DoS GoldenEye,1,1,0,True,False
276258,DoS Slowhttptest,1,1,0,True,False
276263,BENIGN,0,0,1,True,False
276278,DoS Hulk,1,1,0,True,False
276286,DDoS,1,1,0,True,False
276289,BENIGN,0,0,1,True,False
276290,DDoS,1,1,0,True,False
276296,BENIGN,0,0,1,True,False
276308,BENIGN,0,0,1,True,False
276324,BENIGN,0,0,1,True,False
276334,DDoS,1,1,0,True,False
276338,DoS Hulk,1,1,0,True,False
276347,DDoS,1,1,0,True,False
276350,DDoS,1,1,0,True,False
276360,BENIGN,0,0,1,True,False
276372,BENIGN,0,0,1,True,False
276379,DDoS,1,1,0,True,False
276398,BENIGN,0,0,1,True,False
276400,DoS Slowhttptest,1,1,0,True,False
276402,BENIGN,0,0,1,True,False
276433,DoS Hulk,1,1,0,True,False
276435,DDoS,1,1,0,True,False
276445,DDoS,1,1,0,True,False
276446,DDoS,1,1,0,True,False
276447,BENIGN,0,0,1,True,False
276448,BENIGN,0,0,1,True,False
276451,DoS GoldenEye,1,1,0,True,False
276454,BENIGN,0,0,1,True,False
276458,DoS slowloris,1,0,1,False,True
276464,BENIGN,0,0,1,True,False
276472,DDoS,1,1,0,True,False
276475,BENIGN,0,0,1,True,False
276479,BENIGN,0,0,1,True,False
276486,BENIGN,0,0,1,True,False
276495,BENIGN,0,0,1,True,False
276498,DDoS,1,1,0,True,False
276502,Web Attack - Brute Force,1,1,0,True,False
276504,DoS Hulk,1,1,0,True,False
276516,PortScan,1,1,0,True,False
276517,DDoS,1,1,0,True,False
276518,BENIGN,0,0,1,True,False
276534,DDoS,1,1,0,True,False
276537,DoS Hulk,1,1,0,True,False
276542,BENIGN,0,0,1,True,False
276551,DoS GoldenEye,1,1,0,True,False
276562,DDoS,1,1,0,True,False
276563,BENIGN,0,0,1,True,False
276573,DDoS,1,1,0,True,False
276578,BENIGN,0,0,1,True,False
276602,DDoS,1,1,0,True,False
276603,DDoS,1,1,0,True,False
276613,DoS Hulk,1,1,0,True,False
276614,BENIGN,0,0,1,True,False
276615,DoS GoldenEye,1,1,0,True,False
276628,BENIGN,0,0,1,True,False
276655,BENIGN,0,0,1,True,False
276660,BENIGN,0,0,1,True,False
276661,BENIGN,0,0,1,True,False
276677,BENIGN,0,0,1,True,False
276681,DDoS,1,1,0,True,False
276682,BENIGN,0,0,1,True,False
276693,DoS Hulk,1,1,0,True,False
276701,BENIGN,0,0,1,True,False
276714,DDoS,1,1,0,True,False
276724,DDoS,1,1,0,True,False
276735,BENIGN,0,0,1,True,False
276745,BENIGN,0,0,1,True,False
276752,BENIGN,0,0,1,True,False
276753,DDoS,1,1,0,True,False
276760,DDoS,1,1,0,True,False
276766,BENIGN,0,0,1,True,False
276769,BENIGN,0,0,1,True,False
276786,DDoS,1,1,0,True,False
276788,BENIGN,0,0,1,True,False
276789,DDoS,1,1,0,True,False
276814,DDoS,1,1,0,True,False
276816,BENIGN,0,0,1,True,False
276824,DDoS,1,1,0,True,False
276846,DoS Hulk,1,1,0,True,False
276854,DoS Hulk,1,1,0,True,False
276872,DDoS,1,1,0,True,False
276883,BENIGN,0,0,1,True,False
276890,DDoS,1,1,0,True,False
276892,BENIGN,0,0,1,True,False
276902,BENIGN,0,0,1,True,False
276905,DDoS,1,1,0,True,False
276915,BENIGN,0,0,1,True,False
276918,BENIGN,0,0,1,True,False
276935,DoS Hulk,1,1,0,True,False
276937,BENIGN,0,0,1,True,False
276938,BENIGN,0,0,1,True,False
276947,DDoS,1,1,0,True,False
276953,DoS GoldenEye,1,1,0,True,False
276955,DDoS,1,1,0,True,False
276960,BENIGN,0,0,1,True,False
276962,BENIGN,0,0,1,True,False
277022,DoS Hulk,1,1,0,True,False
277027,BENIGN,0,0,1,True,False
277045,BENIGN,0,0,1,True,False
277046,DDoS,1,1,0,True,False
277051,DoS Hulk,1,1,0,True,False
277052,BENIGN,0,0,1,True,False
277061,BENIGN,0,0,1,True,False
277070,BENIGN,0,0,1,True,False
277076,BENIGN,0,0,1,True,False
277081,DDoS,1,1,0,True,False
277089,BENIGN,0,0,1,True,False
277103,DDoS,1,1,0,True,False
277109,DDoS,1,1,0,True,False
277125,BENIGN,0,0,1,True,False
277132,DDoS,1,1,0,True,False
277137,DDoS,1,1,0,True,False
277138,DDoS,1,1,0,True,False
277150,BENIGN,0,0,1,True,False
277152,DoS Slowhttptest,1,1,0,True,False
277154,BENIGN,0,0,1,True,False
277167,DoS Hulk,1,1,0,True,False
277202,DDoS,1,1,0,True,False
277209,BENIGN,0,0,1,True,False
277211,DDoS,1,1,0,True,False
277217,BENIGN,0,0,1,True,False
277233,Bot,1,0,1,False,True
277237,DDoS,1,1,0,True,False
277238,BENIGN,0,0,1,True,False
277243,BENIGN,0,0,1,True,False
277246,BENIGN,0,0,1,True,False
277252,BENIGN,0,0,1,True,False
277255,BENIGN,0,0,1,True,False
277274,BENIGN,0,0,1,True,False
277278,DDoS,1,1,0,True,False
277294,DoS Slowhttptest,1,1,0,True,False
277305,DDoS,1,1,0,True,False
277309,BENIGN,0,0,1,True,False
277325,DDoS,1,1,0,True,False
277335,DDoS,1,1,0,True,False
277349,DDoS,1,1,0,True,False
277360,BENIGN,0,0,1,True,False
277364,DDoS,1,1,0,True,False
277368,DDoS,1,1,0,True,False
277384,DDoS,1,1,0,True,False
277387,DDoS,1,1,0,True,False
277388,DoS Hulk,1,1,0,True,False
277391,DDoS,1,1,0,True,False
277402,BENIGN,0,0,1,True,False
277415,BENIGN,0,0,1,True,False
277422,DDoS,1,1,0,True,False
277423,DDoS,1,1,0,True,False
277435,DDoS,1,1,0,True,False
277446,BENIGN,0,0,1,True,False
277464,BENIGN,0,0,1,True,False
277479,BENIGN,0,0,1,True,False
277483,DDoS,1,1,0,True,False
277491,BENIGN,0,0,1,True,False
277505,BENIGN,0,0,1,True,False
277508,DDoS,1,1,0,True,False
277519,DDoS,1,1,0,True,False
277522,BENIGN,0,0,1,True,False
277530,BENIGN,0,0,1,True,False
277540,BENIGN,0,0,1,True,False
277546,DDoS,1,1,0,True,False
277553,BENIGN,0,0,1,True,False
277557,DoS Hulk,1,1,0,True,False
277564,DDoS,1,1,0,True,False
277591,PortScan,1,1,0,True,False
277600,DoS slowloris,1,0,1,False,True
277610,BENIGN,0,0,1,True,False
277611,BENIGN,0,0,1,True,False
277614,BENIGN,0,0,1,True,False
277621,BENIGN,0,0,1,True,False
277624,DDoS,1,1,0,True,False
277625,Web Attack - XSS,1,1,0,True,False
277628,BENIGN,0,0,1,True,False
277633,BENIGN,0,0,1,True,False
277634,BENIGN,0,0,1,True,False
277645,BENIGN,0,0,1,True,False
277649,BENIGN,0,0,1,True,False
277654,BENIGN,0,0,1,True,False
277672,BENIGN,0,0,1,True,False
277679,DDoS,1,1,0,True,False
277682,DDoS,1,1,0,True,False
277687,BENIGN,0,0,1,True,False
277688,DDoS,1,1,0,True,False
277702,DDoS,1,1,0,True,False
277711,BENIGN,0,0,1,True,False
277714,DoS Hulk,1,1,0,True,False
277715,DDoS,1,1,0,True,False
277733,DoS Hulk,1,1,0,True,False
277739,DDoS,1,1,0,True,False
277742,BENIGN,0,0,1,True,False
277747,BENIGN,0,0,1,True,False
277751,BENIGN,0,0,1,True,False
277760,DoS GoldenEye,1,1,0,True,False
277765,DoS Hulk,1,1,0,True,False
277777,DDoS,1,1,0,True,False
277785,DDoS,1,1,0,True,False
277792,BENIGN,0,0,1,True,False
277797,DDoS,1,1,0,True,False
277811,DDoS,1,1,0,True,False
277826,DDoS,1,1,0,True,False
277839,BENIGN,0,0,1,True,False
277844,DDoS,1,1,0,True,False
277846,BENIGN,0,0,1,True,False
277850,DDoS,1,1,0,True,False
277852,BENIGN,0,0,1,True,False
277860,DDoS,1,1,0,True,False
277861,DoS Hulk,1,1,0,True,False
277884,DoS Hulk,1,1,0,True,False
277886,DDoS,1,1,0,True,False
277896,BENIGN,0,0,1,True,False
277901,BENIGN,0,0,1,True,False
277903,BENIGN,0,0,1,True,False
277905,BENIGN,0,0,1,True,False
277926,BENIGN,0,0,1,True,False
277933,BENIGN,0,0,1,True,False
277936,BENIGN,0,0,1,True,False
277952,DDoS,1,1,0,True,False
277963,BENIGN,0,0,1,True,False
277964,DoS Hulk,1,1,0,True,False
277971,DDoS,1,1,0,True,False
277975,BENIGN,0,0,1,True,False
277979,DDoS,1,1,0,True,False
277994,DoS Hulk,1,1,0,True,False
277999,DoS Hulk,1,1,0,True,False
278010,DDoS,1,1,0,True,False
278025,DDoS,1,1,0,True,False
278035,BENIGN,0,0,1,True,False
278041,DDoS,1,1,0,True,False
278050,DDoS,1,1,0,True,False
278053,BENIGN,0,0,1,True,False
278066,DDoS,1,1,0,True,False
278072,BENIGN,0,0,1,True,False
278082,BENIGN,0,0,1,True,False
278093,DDoS,1,1,0,True,False
278097,BENIGN,0,0,1,True,False
278100,DoS Hulk,1,1,0,True,False
278117,DoS Hulk,1,1,0,True,False
278125,DDoS,1,1,0,True,False
278127,BENIGN,0,0,1,True,False
278131,BENIGN,0,0,1,True,False
278132,BENIGN,0,0,1,True,False
278142,BENIGN,0,0,1,True,False
278180,DDoS,1,1,0,True,False
278184,DoS slowloris,1,1,0,True,False
278190,DDoS,1,1,0,True,False
278194,BENIGN,0,0,1,True,False
278208,DDoS,1,1,0,True,False
278209,DDoS,1,1,0,True,False
278212,BENIGN,0,0,1,True,False
278228,BENIGN,0,0,1,True,False
278236,DDoS,1,1,0,True,False
278257,BENIGN,0,0,1,True,False
278262,BENIGN,0,0,1,True,False
278265,BENIGN,0,0,1,True,False
278267,BENIGN,0,0,1,True,False
278276,BENIGN,0,0,1,True,False
278302,DoS Hulk,1,1,0,True,False
278309,DDoS,1,1,0,True,False
278313,BENIGN,0,0,1,True,False
278315,DDoS,1,1,0,True,False
278319,DDoS,1,1,0,True,False
278322,BENIGN,0,0,1,True,False
278324,DDoS,1,1,0,True,False
278331,DDoS,1,1,0,True,False
278340,BENIGN,0,0,1,True,False
278346,DDoS,1,1,0,True,False
278355,DoS Hulk,1,1,0,True,False
278357,BENIGN,0,0,1,True,False
278359,BENIGN,0,0,1,True,False
278378,DDoS,1,1,0,True,False
278379,DDoS,1,1,0,True,False
278381,DDoS,1,1,0,True,False
278385,DDoS,1,1,0,True,False
278389,PortScan,1,1,0,True,False
278412,BENIGN,0,0,1,True,False
278415,BENIGN,0,0,1,True,False
278419,BENIGN,0,0,1,True,False
278437,BENIGN,0,0,1,True,False
278449,BENIGN,0,0,1,True,False
278462,DDoS,1,1,0,True,False
278464,BENIGN,0,0,1,True,False
278472,BENIGN,0,0,1,True,False
278475,BENIGN,0,0,1,True,False
278477,BENIGN,0,0,1,True,False
278481,BENIGN,0,0,1,True,False
278484,DDoS,1,1,0,True,False
278496,DDoS,1,1,0,True,False
278500,BENIGN,0,0,1,True,False
278511,DDoS,1,1,0,True,False
278523,BENIGN,0,0,1,True,False
278538,BENIGN,0,0,1,True,False
278546,BENIGN,0,0,1,True,False
278558,DoS Hulk,1,1,0,True,False
278573,BENIGN,0,0,1,True,False
278584,BENIGN,0,0,1,True,False
278589,DDoS,1,1,0,True,False
278591,BENIGN,0,0,1,True,False
278594,DoS GoldenEye,1,1,0,True,False
278614,BENIGN,0,0,1,True,False
278616,Bot,1,0,1,False,True
278624,BENIGN,0,0,1,True,False
278629,BENIGN,0,0,1,True,False
278636,BENIGN,0,0,1,True,False
278643,DDoS,1,1,0,True,False
278645,DDoS,1,1,0,True,False
278651,DDoS,1,1,0,True,False
278652,BENIGN,0,0,1,True,False
278662,DDoS,1,1,0,True,False
278685,DDoS,1,1,0,True,False
278691,BENIGN,0,0,1,True,False
278693,DDoS,1,1,0,True,False
278703,BENIGN,0,0,1,True,False
278721,DDoS,1,1,0,True,False
278735,DDoS,1,1,0,True,False
278739,BENIGN,0,0,1,True,False
278748,DDoS,1,1,0,True,False
278752,DDoS,1,1,0,True,False
278765,BENIGN,0,0,1,True,False
278768,DoS GoldenEye,1,1,0,True,False
278772,DoS Hulk,1,1,0,True,False
278781,DDoS,1,1,0,True,False
278782,BENIGN,0,0,1,True,False
278851,BENIGN,0,0,1,True,False
278865,BENIGN,0,0,1,True,False
278866,DoS Hulk,1,1,0,True,False
278870,DDoS,1,1,0,True,False
278892,BENIGN,0,0,1,True,False
278897,DoS GoldenEye,1,1,0,True,False
278906,BENIGN,0,0,1,True,False
278911,BENIGN,0,0,1,True,False
278924,BENIGN,0,0,1,True,False
278928,DDoS,1,1,0,True,False
278929,BENIGN,0,0,1,True,False
278932,DDoS,1,1,0,True,False
278933,BENIGN,0,0,1,True,False
278957,DoS Hulk,1,1,0,True,False
278972,DDoS,1,1,0,True,False
278976,DDoS,1,1,0,True,False
278978,DDoS,1,1,0,True,False
278980,BENIGN,0,0,1,True,False
278983,BENIGN,0,0,1,True,False
278993,BENIGN,0,0,1,True,False
278999,DDoS,1,1,0,True,False
279011,BENIGN,0,0,1,True,False
279013,BENIGN,0,0,1,True,False
279052,BENIGN,0,0,1,True,False
279059,DoS slowloris,1,1,0,True,False
279060,BENIGN,0,0,1,True,False
279063,BENIGN,0,0,1,True,False
279073,DDoS,1,1,0,True,False
